jhave@jhave-Ubuntu:~$ cd Documents/
jhave@jhave-Ubuntu:~/Documents$ cd Github/gpt-2-finetuning/
jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ source activate tf1p13_gpt-2
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL+tmblr.txt --out_npz ALL+tmblr.txt.npz
Reading files
0it [00:00, ?it/s]
Writing ALL+tmblr.txt.npz
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat March-2018_SOURCES/* > ALL_tmblr.txt
cat: 'March-2018_SOURCES/*': No such file or directory
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat DATA/March-2018_SOURCES/* > ALL_tmblr.txt
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL_tmblr.txt --out_npz ALL_tmblr.txt.npz
Reading files
100%|█████████████████████████████████████████████| 1/1 [00:29<00:00, 29.26s/it]
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_size 1 --save_every 10000 --sample_every 1000nts/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_siz2019-05-06 19:03:09.346869: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-06 19:03:09.384428: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3408000000 Hz
2019-05-06 19:03:09.385802: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bed5021d0 executing computations on platform Host. Devices:
2019-05-06 19:03:09.385902: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-06 19:03:09.490179: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-05-06 19:03:09.491347: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bee2cd520 executing computations on platform CUDA. Devices:
2019-05-06 19:03:09.491379: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): GeForce GTX TITAN X, Compute Capability 5.2
2019-05-06 19:03:09.492080: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: GeForce GTX TITAN X major: 5 minor: 2 memoryClockRate(GHz): 1.076
pciBusID: 0000:01:00.0
totalMemory: 11.92GiB freeMemory: 11.65GiB
2019-05-06 19:03:09.492106: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-05-06 19:03:09.494371: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-05-06 19:03:09.494400: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-05-06 19:03:09.494410: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-05-06 19:03:09.495072: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11333 MB memory) -> physical GPU (device: 0, name: GeForce GTX TITAN X, pci bus id: 0000:01:00.0, compute capability: 5.2)
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:51: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:53: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint checkpoint/run1/model-20302
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100%|█████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [00:00<00:00,  5.48it/s]
dataset has 7806061 tokens
Training...
2019-05-06 19:03:43.906984: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[20303 | 7.52] loss=5.30 avg=5.30
[25042 | 7413.89] loss=1.82 avg=2.10
[25043 | 7415.43] loss=1.01 avg=2.09
[25044 | 7416.97] loss=0.92 avg=2.08
[25045 | 7418.52] loss=2.33 avg=2.08
[25046 | 7420.06] loss=0.26 avg=2.06
[25047 | 7421.61] loss=4.08 avg=2.08
[25048 | 7423.15] loss=4.63 avg=2.11
[25049 | 7424.69] loss=3.19 avg=2.12
[25050 | 7426.24] loss=2.66 avg=2.13
[25051 | 7427.78] loss=4.47 avg=2.15
[25052 | 7429.33] loss=4.05 avg=2.17
[25053 | 7430.87] loss=3.29 avg=2.18
[25054 | 7432.42] loss=4.07 avg=2.20
[25055 | 7433.97] loss=1.25 avg=2.19
[25056 | 7435.51] loss=3.48 avg=2.20
[25057 | 7437.05] loss=4.01 avg=2.22
[25058 | 7438.60] loss=4.16 avg=2.24
[25059 | 7440.15] loss=3.16 avg=2.25
[25060 | 7441.69] loss=0.66 avg=2.23
[25061 | 7443.24] loss=0.55 avg=2.22
[25062 | 7444.77] loss=3.62 avg=2.23
[25063 | 7446.32] loss=0.48 avg=2.21
[25064 | 7447.86] loss=2.13 avg=2.21
[25065 | 7449.41] loss=0.87 avg=2.20
[25066 | 7450.95] loss=3.17 avg=2.21
[25067 | 7452.49] loss=2.68 avg=2.21
[25068 | 7454.04] loss=3.64 avg=2.23
[25069 | 7455.58] loss=1.72 avg=2.22
[25070 | 7457.13] loss=0.96 avg=2.21
[25071 | 7458.67] loss=1.09 avg=2.20
[25072 | 7460.22] loss=1.22 avg=2.19
[25073 | 7461.76] loss=1.85 avg=2.19
[25074 | 7463.31] loss=2.46 avg=2.19
[25075 | 7464.85] loss=0.76 avg=2.17
[25076 | 7466.39] loss=4.00 avg=2.19
[25077 | 7467.93] loss=2.60 avg=2.20
[25078 | 7469.47] loss=3.33 avg=2.21
[25079 | 7471.01] loss=0.59 avg=2.19
[25080 | 7472.56] loss=3.58 avg=2.21
[25081 | 7474.10] loss=0.68 avg=2.19
[25082 | 7475.65] loss=1.56 avg=2.18
[25083 | 7477.19] loss=2.29 avg=2.18
[25084 | 7478.74] loss=0.85 avg=2.17
[25085 | 7480.28] loss=0.28 avg=2.15
[25086 | 7481.82] loss=0.70 avg=2.14
[25087 | 7483.36] loss=2.50 avg=2.14
[25088 | 7484.91] loss=3.21 avg=2.15
[25089 | 7486.45] loss=0.93 avg=2.14
[25090 | 7488.00] loss=2.45 avg=2.14
[25091 | 7489.54] loss=2.05 avg=2.14
[25092 | 7491.09] loss=0.62 avg=2.13
[25093 | 7492.63] loss=3.67 avg=2.14
[25094 | 7494.18] loss=2.06 avg=2.14
[25095 | 7495.72] loss=3.41 avg=2.15
[25096 | 7497.26] loss=2.19 avg=2.15
[25097 | 7498.81] loss=1.94 avg=2.15
[25098 | 7500.35] loss=2.57 avg=2.16
[25099 | 7501.90] loss=0.96 avg=2.14
[25100 | 7503.44] loss=2.93 avg=2.15
[25101 | 7504.98] loss=0.18 avg=2.13
[25102 | 7506.52] loss=1.01 avg=2.12
[25103 | 7508.07] loss=2.34 avg=2.12
[25104 | 7509.61] loss=3.37 avg=2.14
[25105 | 7511.16] loss=1.13 avg=2.13
[25106 | 7512.70] loss=3.92 avg=2.14
[25107 | 7514.24] loss=0.68 avg=2.13
[25108 | 7515.79] loss=3.22 avg=2.14
[25109 | 7517.33] loss=1.48 avg=2.13
[25110 | 7518.87] loss=3.31 avg=2.15
[25111 | 7520.42] loss=1.96 avg=2.14
[25112 | 7521.96] loss=0.36 avg=2.13
[25113 | 7523.51] loss=1.65 avg=2.12
[25114 | 7525.05] loss=0.93 avg=2.11
[25115 | 7526.60] loss=2.29 avg=2.11
[25116 | 7528.14] loss=1.69 avg=2.11
[25117 | 7529.69] loss=3.38 avg=2.12
[25118 | 7531.23] loss=0.63 avg=2.10
[25119 | 7532.77] loss=0.45 avg=2.09
[25120 | 7534.31] loss=0.20 avg=2.07
[25121 | 7535.86] loss=3.02 avg=2.08
[25122 | 7537.41] loss=4.17 avg=2.10
[25123 | 7538.95] loss=0.30 avg=2.08
[25124 | 7540.49] loss=1.13 avg=2.07
[25125 | 7542.04] loss=3.00 avg=2.08
[25126 | 7543.58] loss=1.06 avg=2.07
[25127 | 7545.12] loss=2.92 avg=2.08
[25128 | 7546.66] loss=2.11 avg=2.08
[25129 | 7548.21] loss=3.34 avg=2.09
[25130 | 7549.75] loss=0.34 avg=2.08
[25131 | 7551.29] loss=2.55 avg=2.08
[25132 | 7552.83] loss=3.76 avg=2.10
[25133 | 7554.37] loss=0.24 avg=2.08
[25134 | 7555.92] loss=2.02 avg=2.08
[25135 | 7557.46] loss=1.55 avg=2.07
[25136 | 7559.01] loss=0.51 avg=2.06
[25137 | 7560.55] loss=0.88 avg=2.04
[25138 | 7562.09] loss=1.02 avg=2.03
[25139 | 7563.64] loss=0.52 avg=2.02
[25140 | 7565.19] loss=1.73 avg=2.02
[25141 | 7566.73] loss=2.19 avg=2.02
[25142 | 7568.28] loss=3.82 avg=2.04
[25143 | 7569.82] loss=4.07 avg=2.06
[25144 | 7571.36] loss=2.94 avg=2.07
[25145 | 7572.90] loss=0.91 avg=2.05
[25146 | 7574.44] loss=1.86 avg=2.05
[25147 | 7575.98] loss=3.31 avg=2.06
[25148 | 7577.53] loss=2.45 avg=2.07
[25149 | 7579.07] loss=2.34 avg=2.07
[25150 | 7580.62] loss=0.63 avg=2.06
[25151 | 7582.16] loss=2.80 avg=2.06
[25152 | 7583.70] loss=0.59 avg=2.05
[25153 | 7585.25] loss=0.80 avg=2.04
[25154 | 7586.80] loss=2.63 avg=2.04
[25155 | 7588.35] loss=2.72 avg=2.05
[25156 | 7589.90] loss=1.93 avg=2.05
[25157 | 7591.44] loss=3.70 avg=2.07
[25158 | 7592.99] loss=0.27 avg=2.05
[25159 | 7594.53] loss=0.72 avg=2.03
[25160 | 7596.07] loss=3.38 avg=2.05
[25161 | 7597.62] loss=1.71 avg=2.04
[25162 | 7599.17] loss=2.83 avg=2.05
[25163 | 7600.71] loss=3.70 avg=2.07
[25164 | 7602.26] loss=2.85 avg=2.08
[25165 | 7603.80] loss=1.46 avg=2.07
[25166 | 7605.35] loss=1.38 avg=2.06
[25167 | 7606.89] loss=0.14 avg=2.04
[25168 | 7608.44] loss=1.13 avg=2.03
[25169 | 7609.98] loss=1.76 avg=2.03
[25170 | 7611.53] loss=3.17 avg=2.04
[25171 | 7613.07] loss=3.80 avg=2.06
[25172 | 7614.62] loss=1.43 avg=2.05
[25173 | 7616.16] loss=3.26 avg=2.07
[25174 | 7617.70] loss=2.80 avg=2.07
[25175 | 7619.24] loss=0.67 avg=2.06
[25176 | 7620.79] loss=0.63 avg=2.05
[25177 | 7622.34] loss=0.51 avg=2.03
[25178 | 7623.88] loss=2.65 avg=2.04
[25179 | 7625.43] loss=4.06 avg=2.06
[25180 | 7626.97] loss=1.23 avg=2.05
[25181 | 7628.52] loss=0.67 avg=2.03
[25182 | 7630.07] loss=0.38 avg=2.02
[25183 | 7631.61] loss=0.97 avg=2.01
[25184 | 7633.15] loss=2.70 avg=2.01
[25185 | 7634.70] loss=0.28 avg=2.00
[25186 | 7636.24] loss=4.33 avg=2.02
[25187 | 7637.78] loss=0.15 avg=2.00
[25188 | 7639.33] loss=3.19 avg=2.01
[25189 | 7640.87] loss=3.34 avg=2.03
[25190 | 7642.42] loss=0.88 avg=2.02
[25191 | 7643.96] loss=0.52 avg=2.00
[25192 | 7645.50] loss=3.92 avg=2.02
[25193 | 7647.04] loss=3.36 avg=2.03
[25194 | 7648.60] loss=2.82 avg=2.04
[25195 | 7650.14] loss=0.52 avg=2.03
[25196 | 7651.69] loss=3.46 avg=2.04
[25197 | 7653.23] loss=3.75 avg=2.06
[25198 | 7654.77] loss=1.96 avg=2.06
[25199 | 7656.31] loss=0.40 avg=2.04
[25200 | 7657.85] loss=3.57 avg=2.05
[25201 | 7659.39] loss=3.17 avg=2.07
[25202 | 7660.94] loss=1.88 avg=2.06
[25203 | 7662.48] loss=2.21 avg=2.07
[25204 | 7664.03] loss=0.17 avg=2.05
[25205 | 7665.57] loss=3.49 avg=2.06
[25206 | 7667.12] loss=2.08 avg=2.06
[25207 | 7668.66] loss=0.19 avg=2.04
[25208 | 7670.21] loss=0.48 avg=2.03
[25209 | 7671.75] loss=3.67 avg=2.04
[25210 | 7673.30] loss=1.82 avg=2.04
[25211 | 7674.84] loss=2.11 avg=2.04
[25212 | 7676.39] loss=0.29 avg=2.02
[25213 | 7677.93] loss=0.23 avg=2.01
[25214 | 7679.48] loss=1.02 avg=2.00
[25215 | 7681.02] loss=1.54 avg=1.99
[25216 | 7682.56] loss=3.52 avg=2.01
[25217 | 7684.11] loss=0.27 avg=1.99
[25218 | 7685.65] loss=0.25 avg=1.97
[25219 | 7687.20] loss=0.39 avg=1.96
[25220 | 7688.75] loss=0.67 avg=1.94
[25221 | 7690.29] loss=1.86 avg=1.94
[25222 | 7691.84] loss=0.46 avg=1.93
[25223 | 7693.38] loss=0.57 avg=1.91
[25224 | 7694.93] loss=3.65 avg=1.93
[25225 | 7696.47] loss=4.97 avg=1.96
[25226 | 7698.02] loss=1.46 avg=1.96
[25227 | 7699.57] loss=2.49 avg=1.96
[25228 | 7701.11] loss=1.52 avg=1.96
[25229 | 7702.65] loss=3.14 avg=1.97
[25230 | 7704.19] loss=4.43 avg=1.99
[25231 | 7705.74] loss=1.60 avg=1.99
[25232 | 7707.28] loss=0.32 avg=1.97
[25233 | 7708.82] loss=3.87 avg=1.99
[25234 | 7710.36] loss=2.01 avg=1.99
[25235 | 7711.91] loss=4.14 avg=2.01
[25236 | 7713.45] loss=0.50 avg=2.00
[25237 | 7715.00] loss=3.51 avg=2.01
[25238 | 7716.54] loss=0.87 avg=2.00
[25239 | 7718.09] loss=3.78 avg=2.02
[25240 | 7719.64] loss=1.35 avg=2.01
[25241 | 7721.18] loss=2.61 avg=2.02
[25242 | 7722.72] loss=0.66 avg=2.01
[25243 | 7724.27] loss=1.99 avg=2.01
[25244 | 7725.81] loss=1.69 avg=2.00
[25245 | 7727.36] loss=0.50 avg=1.99
[25246 | 7728.90] loss=3.64 avg=2.00
[25247 | 7730.45] loss=3.73 avg=2.02
[25248 | 7731.99] loss=0.16 avg=2.00
[25249 | 7733.53] loss=0.30 avg=1.99
[25250 | 7735.07] loss=0.39 avg=1.97
[25251 | 7736.61] loss=0.44 avg=1.95
[25252 | 7738.16] loss=2.86 avg=1.96
[25253 | 7739.71] loss=2.74 avg=1.97
[25254 | 7741.25] loss=0.74 avg=1.96
[25255 | 7742.80] loss=0.59 avg=1.95
[25256 | 7744.34] loss=2.31 avg=1.95
[25257 | 7745.88] loss=2.01 avg=1.95
[25258 | 7747.42] loss=3.44 avg=1.96
[25259 | 7748.97] loss=1.50 avg=1.96
[25260 | 7750.51] loss=1.26 avg=1.95
[25261 | 7752.06] loss=2.91 avg=1.96
[25262 | 7753.60] loss=3.20 avg=1.98
[25263 | 7755.15] loss=4.21 avg=2.00
[25264 | 7756.70] loss=3.58 avg=2.01
[25265 | 7758.24] loss=0.43 avg=2.00
[25266 | 7759.78] loss=3.51 avg=2.01
[25267 | 7761.33] loss=1.40 avg=2.01
[25268 | 7762.88] loss=3.71 avg=2.02
[25269 | 7764.42] loss=2.43 avg=2.03
[25270 | 7765.96] loss=0.21 avg=2.01
[25271 | 7767.51] loss=1.37 avg=2.00
[25272 | 7769.05] loss=2.38 avg=2.01
[25273 | 7770.59] loss=3.28 avg=2.02
[25274 | 7772.14] loss=1.56 avg=2.01
[25275 | 7773.68] loss=0.53 avg=2.00
[25276 | 7775.23] loss=3.96 avg=2.02
[25277 | 7776.77] loss=3.11 avg=2.03
[25278 | 7778.31] loss=1.83 avg=2.03
[25279 | 7779.85] loss=3.14 avg=2.04
[25280 | 7781.40] loss=1.55 avg=2.03
[25281 | 7782.95] loss=0.86 avg=2.02
[25282 | 7784.49] loss=0.92 avg=2.01
[25283 | 7786.04] loss=3.40 avg=2.03
[25284 | 7787.59] loss=1.97 avg=2.03
[25285 | 7789.13] loss=0.40 avg=2.01
[25286 | 7790.68] loss=0.56 avg=1.99
[25287 | 7792.22] loss=3.61 avg=2.01
[25288 | 7793.76] loss=3.90 avg=2.03
[25289 | 7795.31] loss=3.40 avg=2.04
[25290 | 7796.85] loss=3.61 avg=2.06
[25291 | 7798.39] loss=1.18 avg=2.05
[25292 | 7799.94] loss=2.72 avg=2.06
[25293 | 7801.48] loss=1.17 avg=2.05
[25294 | 7803.03] loss=1.82 avg=2.05
[25295 | 7804.58] loss=1.13 avg=2.04
[25296 | 7806.12] loss=2.31 avg=2.04
[25297 | 7807.67] loss=0.96 avg=2.03
[25298 | 7809.21] loss=2.47 avg=2.03
[25299 | 7810.76] loss=3.42 avg=2.05
[25300 | 7812.30] loss=3.18 avg=2.06
[25301 | 7813.85] loss=2.05 avg=2.06
[25302 | 7815.38] loss=3.73 avg=2.07
[25303 | 7816.93] loss=1.92 avg=2.07
[25304 | 7818.47] loss=1.72 avg=2.07
[25305 | 7820.02] loss=0.60 avg=2.05
[25306 | 7821.56] loss=3.40 avg=2.07
[25307 | 7823.11] loss=2.60 avg=2.07
[25308 | 7824.66] loss=0.18 avg=2.05
[25309 | 7826.21] loss=0.67 avg=2.04
[25310 | 7827.76] loss=3.28 avg=2.05
[25311 | 7829.30] loss=0.32 avg=2.04
[25312 | 7830.85] loss=3.28 avg=2.05
[25313 | 7832.39] loss=4.38 avg=2.07
[25314 | 7833.93] loss=2.72 avg=2.08
[25315 | 7835.48] loss=2.73 avg=2.08
[25316 | 7837.02] loss=4.43 avg=2.11
[25317 | 7838.57] loss=3.90 avg=2.13
[25318 | 7840.11] loss=2.51 avg=2.13
[25319 | 7841.65] loss=2.43 avg=2.13
[25320 | 7843.20] loss=1.27 avg=2.12
[25321 | 7844.74] loss=0.94 avg=2.11
[25322 | 7846.29] loss=4.32 avg=2.13
[25323 | 7847.84] loss=1.87 avg=2.13
[25324 | 7849.37] loss=0.45 avg=2.12
[25325 | 7850.92] loss=3.65 avg=2.13
[25326 | 7852.46] loss=3.60 avg=2.15
[25327 | 7854.00] loss=1.89 avg=2.14
[25328 | 7855.55] loss=4.08 avg=2.16
[25329 | 7857.09] loss=3.63 avg=2.18
[25330 | 7858.64] loss=0.15 avg=2.16
[25331 | 7860.18] loss=2.48 avg=2.16
[25332 | 7861.73] loss=3.52 avg=2.17
[25333 | 7863.27] loss=0.34 avg=2.15
[25334 | 7864.82] loss=0.20 avg=2.14
[25335 | 7866.36] loss=1.42 avg=2.13
[25336 | 7867.90] loss=1.41 avg=2.12
[25337 | 7869.44] loss=0.52 avg=2.10
[25338 | 7870.99] loss=0.65 avg=2.09
[25339 | 7872.54] loss=0.16 avg=2.07
[25340 | 7874.08] loss=1.22 avg=2.06
[25341 | 7875.62] loss=0.15 avg=2.04
[25342 | 7877.17] loss=3.57 avg=2.06
[25343 | 7878.72] loss=3.95 avg=2.08
[25344 | 7880.26] loss=2.82 avg=2.09
[25345 | 7881.81] loss=0.29 avg=2.07
[25346 | 7883.35] loss=4.11 avg=2.09
[25347 | 7884.90] loss=1.36 avg=2.08
[25348 | 7886.44] loss=0.27 avg=2.06
[25349 | 7887.99] loss=4.22 avg=2.08
[25350 | 7889.53] loss=3.47 avg=2.10
[25351 | 7891.08] loss=0.25 avg=2.08
[25352 | 7892.62] loss=3.29 avg=2.09
[25353 | 7894.16] loss=3.05 avg=2.10
[25354 | 7895.72] loss=3.57 avg=2.12
[25355 | 7897.26] loss=4.21 avg=2.14
[25356 | 7898.80] loss=2.92 avg=2.14
[25357 | 7900.34] loss=0.19 avg=2.12
[25358 | 7901.89] loss=0.23 avg=2.11
[25359 | 7903.43] loss=1.54 avg=2.10
[25360 | 7904.97] loss=0.70 avg=2.09
[25361 | 7906.52] loss=1.16 avg=2.08
[25362 | 7908.06] loss=0.63 avg=2.06
[25363 | 7909.60] loss=4.02 avg=2.08
[25364 | 7911.15] loss=1.60 avg=2.08
[25365 | 7912.69] loss=3.69 avg=2.09
[25366 | 7914.23] loss=0.57 avg=2.08
[25367 | 7915.78] loss=0.59 avg=2.06
[25368 | 7917.33] loss=3.13 avg=2.07
[25369 | 7918.87] loss=1.42 avg=2.07
[25370 | 7920.42] loss=1.31 avg=2.06
[25371 | 7921.96] loss=3.43 avg=2.07
[25372 | 7923.51] loss=1.57 avg=2.07
[25373 | 7925.06] loss=1.03 avg=2.06
[25374 | 7926.61] loss=1.83 avg=2.06
[25375 | 7928.15] loss=0.27 avg=2.04
[25376 | 7929.70] loss=0.26 avg=2.02
[25377 | 7931.25] loss=1.24 avg=2.01
[25378 | 7932.80] loss=4.14 avg=2.03
[25379 | 7934.34] loss=3.89 avg=2.05
[25380 | 7935.89] loss=1.85 avg=2.05
[25381 | 7937.43] loss=2.16 avg=2.05
[25382 | 7938.97] loss=4.46 avg=2.08
[25383 | 7940.52] loss=4.20 avg=2.10
[25384 | 7942.06] loss=3.00 avg=2.11
[25385 | 7943.61] loss=3.59 avg=2.12
[25386 | 7945.15] loss=2.20 avg=2.12
[25387 | 7946.70] loss=1.31 avg=2.11
[25388 | 7948.24] loss=2.78 avg=2.12
[25389 | 7949.79] loss=0.18 avg=2.10
[25390 | 7951.33] loss=2.25 avg=2.10
[25391 | 7952.87] loss=2.53 avg=2.11
[25392 | 7954.42] loss=0.36 avg=2.09
[25393 | 7955.97] loss=3.75 avg=2.11
[25394 | 7957.51] loss=2.62 avg=2.11
[25395 | 7959.05] loss=1.83 avg=2.11
[25396 | 7960.60] loss=0.18 avg=2.09
[25397 | 7962.14] loss=0.34 avg=2.07
[25398 | 7963.68] loss=3.25 avg=2.08
[25399 | 7965.23] loss=1.89 avg=2.08
[25400 | 7966.78] loss=2.00 avg=2.08
[25401 | 7968.32] loss=2.20 avg=2.08
[25402 | 7969.86] loss=2.78 avg=2.09
[25403 | 7971.41] loss=1.33 avg=2.08
[25404 | 7972.95] loss=0.25 avg=2.06
[25405 | 7974.50] loss=1.74 avg=2.06
[25406 | 7976.04] loss=2.42 avg=2.06
[25407 | 7977.59] loss=0.32 avg=2.05
[25408 | 7979.13] loss=2.51 avg=2.05
[25409 | 7980.67] loss=0.65 avg=2.04
[25410 | 7982.22] loss=2.55 avg=2.04
[25411 | 7983.76] loss=1.76 avg=2.04
[25412 | 7985.31] loss=3.91 avg=2.06
[25413 | 7986.85] loss=0.82 avg=2.04
[25414 | 7988.39] loss=0.54 avg=2.03
[25415 | 7989.94] loss=4.14 avg=2.05
[25416 | 7991.48] loss=0.61 avg=2.04
[25417 | 7993.02] loss=3.25 avg=2.05
[25418 | 7994.56] loss=2.36 avg=2.05
[25419 | 7996.10] loss=3.04 avg=2.06
[25420 | 7997.65] loss=2.12 avg=2.06
[25421 | 7999.19] loss=0.68 avg=2.05
[25422 | 8000.73] loss=1.80 avg=2.05
[25423 | 8002.28] loss=0.34 avg=2.03
[25424 | 8003.82] loss=3.58 avg=2.04
[25425 | 8005.36] loss=2.98 avg=2.05
[25426 | 8006.90] loss=1.34 avg=2.05
[25427 | 8008.45] loss=3.71 avg=2.06
[25428 | 8010.00] loss=2.75 avg=2.07
[25429 | 8011.55] loss=1.30 avg=2.06
[25430 | 8013.09] loss=1.44 avg=2.06
[25431 | 8014.64] loss=2.30 avg=2.06
[25432 | 8016.19] loss=1.65 avg=2.05
[25433 | 8017.73] loss=1.82 avg=2.05
[25434 | 8019.28] loss=0.46 avg=2.04
[25435 | 8020.83] loss=0.44 avg=2.02
[25436 | 8022.37] loss=1.34 avg=2.01
[25437 | 8023.91] loss=0.80 avg=2.00
[25438 | 8025.46] loss=3.58 avg=2.02
[25439 | 8027.00] loss=0.67 avg=2.00
[25440 | 8028.54] loss=2.82 avg=2.01
[25441 | 8030.09] loss=0.96 avg=2.00
[25442 | 8031.64] loss=4.35 avg=2.02
[25443 | 8033.18] loss=1.58 avg=2.02
[25444 | 8034.73] loss=2.36 avg=2.02
[25445 | 8036.28] loss=3.69 avg=2.04
[25446 | 8037.82] loss=1.47 avg=2.03
[25447 | 8039.36] loss=0.28 avg=2.02
[25448 | 8040.90] loss=2.71 avg=2.02
[25449 | 8042.45] loss=0.80 avg=2.01
[25450 | 8043.99] loss=1.12 avg=2.00
[25451 | 8045.53] loss=2.73 avg=2.01
[25452 | 8047.07] loss=2.91 avg=2.02
[25453 | 8048.62] loss=0.89 avg=2.01
[25454 | 8050.16] loss=2.79 avg=2.02
[25455 | 8051.70] loss=1.24 avg=2.01
[25456 | 8053.25] loss=2.08 avg=2.01
[25457 | 8054.80] loss=2.40 avg=2.01
[25458 | 8056.34] loss=1.18 avg=2.00
[25459 | 8057.88] loss=2.92 avg=2.01
[25460 | 8059.42] loss=1.88 avg=2.01
[25461 | 8060.97] loss=4.34 avg=2.04
[25462 | 8062.52] loss=3.61 avg=2.05
[25463 | 8064.06] loss=1.91 avg=2.05
[25464 | 8065.61] loss=1.88 avg=2.05
[25465 | 8067.15] loss=1.01 avg=2.04
[25466 | 8068.70] loss=3.58 avg=2.05
[25467 | 8070.25] loss=0.51 avg=2.04
[25468 | 8071.79] loss=3.58 avg=2.05
[25469 | 8073.34] loss=2.12 avg=2.05
[25470 | 8074.88] loss=0.22 avg=2.04
[25471 | 8076.43] loss=0.99 avg=2.02
[25472 | 8077.98] loss=3.25 avg=2.04
[25473 | 8079.52] loss=3.06 avg=2.05
[25474 | 8081.07] loss=3.28 avg=2.06
[25475 | 8082.62] loss=0.47 avg=2.04
[25476 | 8084.17] loss=0.76 avg=2.03
[25477 | 8085.71] loss=1.82 avg=2.03
[25478 | 8087.26] loss=1.70 avg=2.03
[25479 | 8088.81] loss=0.44 avg=2.01
[25480 | 8090.35] loss=3.76 avg=2.03
[25481 | 8091.90] loss=0.93 avg=2.02
[25482 | 8093.44] loss=2.85 avg=2.02
[25483 | 8094.99] loss=2.12 avg=2.03
[25484 | 8096.54] loss=0.99 avg=2.02
[25485 | 8098.08] loss=2.25 avg=2.02
[25486 | 8099.63] loss=3.97 avg=2.04
[25487 | 8101.17] loss=1.02 avg=2.03
[25488 | 8102.72] loss=2.09 avg=2.03
[25489 | 8104.26] loss=2.97 avg=2.04
[25490 | 8105.81] loss=0.69 avg=2.02
[25491 | 8107.35] loss=2.22 avg=2.03
